1.392234740341662835e+01,7.844343156251651905e+00
1.295146205251889882e+01,7.506359793874304742e+00
1.276829786878459139e+01,7.612733693526992695e+00
1.262351608367872835e+01,7.754785970241373505e+00
1.247055918724098333e+01,7.901672329129865169e+00
1.232597030175278441e+01,8.104125709500372921e+00
1.214968095634573331e+01,8.300781049676968948e+00
1.197726551386751837e+01,8.670635907364742323e+00
1.172905683300472290e+01,8.965212190073913234e+00
1.142172091903901077e+01,9.220436993669206771e+00
1.107352800180688490e+01,9.305422091482132174e+00
1.075588374789181856e+01,9.120741453841141322e+00
1.045189145605842640e+01,8.937038812868733473e+00
1.017234888988880748e+01,8.731166472661106681e+00
9.906361393957102024e+00,8.553907436380463025e+00
9.669076039902318342e+00,8.383095687870016022e+00
9.489892859470195674e+00,8.185451731604251435e+00
9.366873518448150193e+00,7.970909040322292860e+00
9.215902364603541841e+00,7.814980639913203575e+00
9.072050038127944305e+00,7.682411218158421207e+00
8.934051232038047630e+00,7.557298322322075990e+00
8.801068633392109319e+00,7.426431892651653044e+00
8.678015491195942843e+00,7.285363312364165900e+00
8.539449687914455467e+00,7.159295777716906173e+00
8.405733518628146328e+00,7.027433024094627889e+00
8.280576883194958882e+00,6.884842590864669098e+00
8.147037869038941338e+00,6.747340087177863488e+00
7.988019764450866589e+00,6.632436150034489941e+00
7.825115464911712948e+00,6.515327902070781718e+00
7.653634425373631700e+00,6.400611724385450785e+00
7.478072658250882299e+00,6.282197107887614429e+00
7.310349280649517389e+00,6.146309069741972664e+00
7.129583437776331856e+00,6.014958667181686813e+00
6.973413591017296298e+00,5.849235889080972584e+00
6.821435945996251249e+00,5.671759866638982572e+00
6.653538053039242506e+00,5.500250852361893372e+00
6.463285733092315688e+00,5.336201912455012852e+00
6.308213324844397896e+00,5.133636970063780502e+00
6.127412740674943237e+00,4.938637513928576084e+00
5.947862872010201585e+00,4.731754539390779613e+00
5.733877406766031193e+00,4.530906801923857863e+00
5.443247426133035027e+00,4.345441285616228555e+00
5.104671809833682516e+00,4.146678261879865879e+00
5.469895000682440944e+00,3.705976581413150672e+00
5.648565346414021526e+00,3.364558871585628275e+00
5.776591173547537927e+00,3.061823515903630888e+00
5.958118585332462303e+00,2.780376283890396039e+00
6.157983663566441557e+00,2.532265693875289880e+00
6.341534439228575515e+00,2.317087891771504982e+00
6.346770509778808744e+00,2.080675698366415638e+00
6.464513272144971623e+00,1.873223822632348101e+00
6.632812252467640945e+00,1.700104527923550490e+00
6.798010281676122091e+00,1.541976829291005213e+00
6.918985333859271947e+00,1.352525771826528445e+00
7.089564608311453853e+00,1.208795278971051879e+00
7.241166699641332194e+00,1.017058986038738011e+00
7.435406008226904007e+00,8.189488393285411227e-01
7.687267752164266277e+00,5.848255213666918584e-01
8.003583551382547512e+00,4.111829259861140562e-01
8.419115710418509479e+00,5.627701837902110427e-02
8.657111258880437532e+00,3.640978631902005436e-01
8.876467771753652869e+00,5.803338431529619923e-01
9.070378961391886818e+00,7.841180310202603421e-01
9.260037692790039188e+00,9.603722997615529167e-01
9.481199192542074883e+00,1.080616059343344260e+00
9.769824412483442799e+00,1.122929179144731560e+00
9.944533860230992062e+00,1.295730189572592561e+00
1.003032676468695783e+01,1.546382209975166289e+00
1.010838674588529429e+01,1.787386260683021977e+00
1.027149781834878262e+01,1.940400109125088646e+00
1.042707370895864827e+01,2.094763743327635375e+00
1.058301296421706894e+01,2.242941864336385649e+00
1.072081544167470746e+01,2.399628470427320082e+00
1.089464913258441747e+01,2.518591297538695706e+00
1.114541220525447862e+01,2.562317649068764247e+00
1.128790343618839387e+01,2.685307317384578951e+00
1.129620545341918714e+01,2.924303995330478578e+00
1.140204463544615976e+01,3.078836207171516293e+00
1.154451665442549668e+01,3.200045510484523792e+00
1.167833745581242688e+01,3.331067626134990967e+00
1.180724546763449823e+01,3.469484487977477549e+00
1.193574119272671652e+01,3.611496863242093625e+00
1.207666835189229104e+01,3.743949885084869145e+00
1.222222346828096917e+01,3.875192974363695697e+00
1.235090522805839619e+01,4.028809079923893144e+00
1.249691973329537831e+01,4.168227179233857882e+00
1.264520798170361715e+01,4.310128687894462018e+00
1.278676444913541843e+01,4.463697318919105150e+00
1.293331560022552651e+01,4.619645513850870522e+00
1.310052120717579704e+01,4.772970589187601753e+00
1.328013836292741701e+01,4.938008955527972255e+00
1.345185806580657761e+01,5.132547034062682201e+00
1.364100146013324455e+01,5.337850681689833898e+00
1.385179039198995987e+01,5.565065850534964831e+00
1.407748846680967070e+01,5.833567731439030624e+00
1.439997957458755806e+01,6.127914672617452041e+00
1.475896336259500785e+01,6.488653874377799724e+00
1.465316425461934280e+01,6.894613538936311237e+00
1.450375255773174210e+01,7.271441561078249904e+00
1.428775407711048473e+01,7.609719434256920323e+00
