# x,y,yaw
5.6472,1.5639,-0.2783
5.8417,1.5083,-0.2517
6.0361,1.4583,-0.2783
6.2306,1.4028,-0.2517
6.4250,1.3528,-0.2187
6.6250,1.3083,-0.2187
6.8250,1.2639,-0.1107
7.0250,1.2417,-0.0831
7.2250,1.2250,-0.0555
7.4250,1.2139,-0.0555
7.6250,1.2028,-0.0555
7.8250,1.1917,-0.0278
8.0250,1.1861,0.0286
8.2194,1.1917,0.1550
8.3972,1.2194,0.3430
8.5528,1.2750,0.5105
8.6917,1.3528,0.7328
8.8028,1.4528,0.9724
8.8861,1.5750,1.2376
8.9361,1.7194,1.5363
8.9417,1.8806,1.8000
8.9028,2.0472,2.0206
8.8250,2.2083,2.2019
8.7194,2.3528,2.3784
8.5917,2.4750,2.5454
8.4361,2.5806,2.6651
8.2639,2.6694,2.7764
8.0750,2.7417,2.8706
7.8750,2.7972,2.9229
7.6750,2.8417,2.9495
7.4750,2.8806,2.9764
7.2750,2.9139,3.0036
7.0750,2.9417,2.9764
6.8750,2.9750,3.0036
6.6750,3.0028,3.0036
6.4750,3.0306,3.0036
6.2750,3.0583,3.0036
6.0750,3.0861,3.0309
5.8750,3.1083,3.0036
5.6750,3.1361,3.0036
5.4750,3.1639,3.0309
5.2750,3.1861,3.0585
5.0750,3.2028,-3.1122
4.8861,3.1972,-2.9562
4.7083,3.1639,-2.7790
4.5472,3.1028,-2.5899
4.4028,3.0139,-2.4038
4.2806,2.9028,-2.2207
4.1750,2.7639,-1.9631
4.1083,2.6028,-1.7127
4.0861,2.4472,-1.4337
4.1083,2.2861,-1.1903
4.1639,2.1472,-0.9197
4.2528,2.0306,-0.7086
4.3694,1.9306,-0.4939
4.5139,1.8528,-0.3514
4.6806,1.7917,-0.2311
4.8694,1.7472,-0.1419
5.0639,1.7194,-0.2517
5.2583,1.6694,-0.2517
5.4528,1.6194,-0.2783
