# x,y,yaw
12.9906,7.2801,2.3398
12.8389,7.4369,2.3320
12.6866,7.5967,2.4164
12.5200,7.7444,2.5446
12.3368,7.8689,2.7216
12.1331,7.9598,2.8650
11.9168,8.0212,2.9470
11.6967,8.0646,3.0052
11.4756,8.0950,3.1316
11.2549,8.0972,-2.9148
11.0403,8.0476,-2.6619
10.8371,7.9419,-2.4905
10.6454,7.7959,-2.3939
10.4613,7.6251,-2.3442
10.2797,7.4391,-2.3230
10.0982,7.2452,-2.3129
9.9186,7.0493,-2.3315
9.7382,6.8598,-2.4011
9.5481,6.6861,-2.4760
9.3464,6.5277,-2.4995
9.1416,6.3746,-2.4838
8.9411,6.2197,-2.4580
8.7468,6.0614,-2.4203
8.5603,5.8973,-2.3679
8.3827,5.7239,-2.3023
8.2150,5.5370,-2.2319
8.0575,5.3345,-2.2082
7.9023,5.1250,-2.2689
7.7343,4.9248,-2.3482
7.5505,4.7380,-2.3567
7.3661,4.5538,-2.3205
7.1914,4.3661,-2.3067
7.0226,4.1797,-2.2609
6.8683,3.9928,-2.0615
6.7607,3.7916,-1.7636
6.7175,3.5702,-1.5907
6.7130,3.3428,-1.5773
6.7116,3.1254,-1.6125
6.7030,2.9192,-1.6425
6.6883,2.7156,-1.6750
6.6666,2.5076,-1.6488
6.6499,2.2942,-1.5018
6.6646,2.0811,-1.2795
6.7263,1.8754,-1.0652
6.8320,1.6846,-0.8726
6.9736,1.5158,-0.7351
7.1388,1.3664,-0.4084
7.3458,1.2769,-0.3320
7.5577,1.2038,-0.2015
7.7767,1.1591,-0.0348
7.9988,1.1513,0.1944
8.2135,1.1936,0.4711
8.4115,1.2944,0.6745
8.5931,1.4396,0.7520
8.7664,1.6017,0.7534
8.9404,1.7650,0.7409
9.1198,1.9290,0.7560
9.3004,2.0993,0.7957
9.4754,2.2780,0.8214
9.6447,2.4600,0.8243
9.8118,2.6406,0.8171
9.9786,2.8184,0.7892
10.1497,2.9907,0.7611
10.3265,3.1591,0.7824
10.5012,3.3329,0.8279
10.6693,3.5158,0.8372
10.8364,3.7013,0.8200
11.0082,3.8854,0.8156
11.1836,4.0717,0.8224
11.3610,4.2627,0.8154
11.5428,4.4558,0.7881
11.7329,4.6469,0.7665
11.9296,4.8363,0.7747
12.1260,5.0285,0.8020
12.3173,5.2263,0.8199
12.5042,5.4266,0.8116
12.6903,5.6227,0.7895
12.8770,5.8109,0.7999
13.0556,5.9948,0.9292
13.1969,6.1839,1.2714
13.2595,6.3867,1.6326
13.2461,6.6023,1.6326
