# x,y,yaw
5.6917,1.5472,-0.2663
5.8750,1.4972,-0.2663
6.0583,1.4472,-0.2663
6.2417,1.3972,-0.2378
6.4250,1.3528,-0.2187
6.6250,1.3083,-0.2187
6.8250,1.2639,-0.1107
7.0250,1.2417,-0.0831
7.2250,1.2250,-0.0555
7.4250,1.2139,-0.0278
7.6250,1.2083,0.0278
7.8250,1.2139,0.1747
8.0139,1.2472,0.3120
8.1861,1.3028,0.4784
8.3361,1.3806,0.7354
8.4528,1.4861,0.9929
8.5361,1.6139,1.2827
8.5806,1.7639,1.5064
8.5917,1.9361,1.7682
8.5583,2.1028,2.0206
8.4806,2.2639,2.2265
8.3694,2.4083,2.3978
8.2306,2.5361,2.5378
8.0694,2.6472,2.6400
7.8972,2.7417,2.7404
7.7139,2.8194,2.8555
7.5250,2.8750,2.9764
7.3250,2.9083,2.9764
7.1250,2.9417,2.9764
6.9250,2.9750,3.0036
6.7250,3.0028,3.0036
6.5250,3.0306,3.0309
6.3250,3.0528,3.0585
6.1250,3.0694,3.0585
5.9250,3.0861,3.0585
5.7250,3.1028,3.0309
5.5250,3.1250,3.0845
5.3306,3.1361,-3.0536
5.1417,3.1194,-2.9195
4.9694,3.0806,-2.7367
4.8139,3.0139,-2.5723
4.6750,2.9250,-2.3306
4.5694,2.8139,-1.9853
4.5083,2.6750,-1.6775
4.4917,2.5194,-1.4056
4.5194,2.3528,-1.1659
4.5861,2.1972,-0.9209
4.6917,2.0583,-0.7419
4.8250,1.9361,-0.6055
4.9694,1.8361,-0.4507
5.1417,1.7528,-0.4266
5.3250,1.6694,-0.3488
5.5083,1.6028,-0.2942
