# x,y,yaw
5.6472,1.5639,-0.2784
5.7441,1.5362,-0.2784
5.8410,1.5085,-0.2519
5.9386,1.4834,-0.2518
6.0362,1.4583,-0.2780
6.1331,1.4306,-0.2780
6.2300,1.4030,-0.2519
6.3276,1.3778,-0.2517
6.4252,1.3527,-0.2189
6.5236,1.3309,-0.2189
6.6220,1.3090,-0.2185
6.7204,1.2871,-0.2185
6.8188,1.2653,-0.1174
6.9188,1.2535,-0.1105
7.0190,1.2424,-0.0849
7.1194,1.2338,-0.0833
7.2198,1.2254,-0.0569
7.3204,1.2197,-0.0554
7.4211,1.2141,-0.0554
7.5217,1.2085,-0.0554
7.6223,1.2029,-0.0492
7.7230,1.1980,-0.0669
7.8236,1.1913,-0.1840
7.9239,1.1726,-0.1312
8.0251,1.1592,-0.0139
8.1268,1.1578,0.1033
8.2288,1.1684,0.2205
8.3292,1.1909,0.3383
8.4255,1.2248,0.4577
8.5164,1.2696,0.5784
8.6003,1.3243,0.7001
8.6749,1.3872,0.8246
8.7388,1.4563,0.9569
8.7928,1.5329,1.0873
8.8347,1.6127,1.2267
8.8645,1.6958,1.3633
8.8833,1.7849,1.5010
8.8896,1.8754,1.6318
8.8838,1.9692,1.7560
8.8658,2.0653,1.8806
8.8356,2.1598,2.0032
8.7935,2.2510,2.1239
8.7401,2.3374,2.2437
8.6767,2.4170,2.3620
8.6036,2.4892,2.4795
8.5226,2.5524,2.5967
8.4353,2.6053,2.7140
8.3423,2.6477,2.8311
8.2452,2.6788,2.7971
8.1502,2.7129,2.7951
8.0555,2.7471,2.8709
7.9583,2.7741,2.8782
7.8611,2.8003,2.9227
7.7627,2.8222,2.9256
7.6642,2.8438,2.9495
7.5653,2.8630,2.9519
7.4663,2.8820,2.9766
7.3669,2.8986,2.9786
7.2675,2.9149,3.0035
7.1677,2.9288,3.0016
7.0679,2.9429,2.9766
6.9685,2.9594,2.9782
6.8690,2.9758,3.0035
6.7692,2.9897,3.0035
6.6694,3.0036,3.0035
6.5696,3.0175,3.0035
6.4697,3.0313,3.0040
6.3699,3.0452,3.0039
6.2701,3.0590,3.0035
6.1703,3.0729,3.0047
6.0704,3.0866,3.0310
5.9703,3.0977,3.0297
5.8701,3.1090,3.0035
5.7703,3.1229,3.0035
5.6705,3.1367,3.0035
5.5706,3.1506,3.0046
5.4708,3.1644,3.0310
5.3706,3.1755,3.0323
5.2705,3.1865,3.0329
5.1702,3.1974,2.9729
5.0699,3.2145,3.0902
4.9680,3.2197,-3.0756
4.8661,3.2130,-2.9582
4.7651,3.1943,-2.8403
4.6677,3.1640,-2.7214
4.5743,3.1223,-2.6020
4.4876,3.0703,-2.4806
4.4080,3.0084,-2.3581
4.3373,2.9380,-2.2338
4.2762,2.8598,-2.1086
4.2263,2.7762,-1.9804
4.1882,2.6885,-1.8494
4.1625,2.5985,-1.7153
4.1493,2.5080,-1.5774
4.1487,2.4166,-1.4391
4.1606,2.3270,-1.3016
4.1850,2.2387,-1.1645
4.2211,2.1547,-1.0296
4.2690,2.0751,-0.9053
4.3288,1.9988,-0.7806
4.3990,1.9293,-0.6605
4.4790,1.8671,-0.5410
4.5666,1.8145,-0.4229
4.6604,1.7723,-0.3054
4.7580,1.7415,-0.1881
4.8585,1.7224,-0.0711
4.9605,1.7151,-0.0312
5.0614,1.7120,-0.1495
5.1612,1.6970,-0.2679
5.2584,1.6703,-0.2605
5.3558,1.6443,-0.2518
5.4534,1.6192,-0.2781
5.5503,1.5916,-0.2781
